Ticker,Description,Change,Change %,Last,1-Month High,3-Month High,52 Week High,All Time High,Rating,Volume,Market Capitalization,Sector
3A,THREE-A RESOURCES BHD,-0.015,-1.5625,0.945,1.07,1.07,1.07,1.888,Neutral,331300,470621943,Consumer Non-Durables
AASIA,ASTRAL ASIA BHD,0.005,4,0.13,0.135,0.135,0.165,0.367272,Buy,1039500,82497940,Miscellaneous
AAX,AIRASIA X BERHAD,-0.005,-5.88235294,0.08,0.095,0.095,0.12,1.029417,Sell,29347900,352592662,Transportation
ABLEGLOB,ABLE GLOBAL BERHAD,0,0,1.74,1.84,1.84,2.08,2.08,Buy,574400,535159231,Process Industries
ABLEGRP,ABLEGROUP BERHAD,0,0,0.12,0.14,0.145,0.3,2.013264,Sell,273200,31667980,Non-Energy Minerals
ABMB,ALLIANCE BANK MALAYSIA BERHAD,0,0,2.57,2.62,2.62,3.06,5.77,Buy,2443500,3978632206,Finance
ACME,ACME HOLDINGS BERHAD,-0.005,-2.22222222,0.22,0.265,0.3,0.755,2.58,Strong Sell,519700,67267239,Finance
ACO,ACO GROUP BERHAD,0.015,5.17241379,0.305,0.325,0.325,0.44,0.715,Strong Buy,7318500,100133515,Distribution Services
ADVCON,ADVANCECON HOLDINGS BERHAD,0.005,1.53846154,0.33,0.355,0.36,0.475,1.21,Sell,112600,132090298.00000000,Industrial Services
ADVENTA,ADVENTA BHD,-0.02,-1.7699115,1.11,1.52,2.23,3.07,5.18,Sell,2787700,172647933,Health Technology
ADVPKG,ADVANCED PACKAGING TECHNOLOGY,0,0,2.64,2.8,3.1,3.1,3.591075,Sell,0,50456296,Process Industries
AEM,AE MULTI HOLDINGS BHD,-0.005,-11.11111111,0.04,0.05,0.065758,0.220757,2.292119,Strong Sell,862100,97357680,Electronic Technology
AEMULUS,AEMULUS HOLDINGS BERHAD,-0.02,-1.85185185,1.06,1.15,1.21,1.21,1.21,Buy,2942600,655329906,Electronic Technology
AEON,AEON CO. (M) BHD,0.01,0.67114094,1.5,1.56,1.57,1.57,4.33,Buy,1293300,2091960013,Retail Trade
AEONCR,AEON CREDIT SERVICE (M) BHD,0.82,6.36645963,13.7,13.7,13.7,13.7,17.360001,Strong Buy,524600,3288363121,Finance
AFFIN,AFFIN BANK BERHAD,-0.01,-0.58823529,1.69,1.76,1.76,2.04,4.310002,Strong Sell,537100,3610906351,Finance
AFUJIYA,ABM FUJIYA BERHAD,0.015,3.57142857,0.435,0.455,0.555,0.59,0.74,Sell,100200,75599998,Consumer Durables
AGES,AGESON BERHAD,-0.005,-6.25,0.075,0.1,0.105,0.155,1.7,Sell,2036900,103890886,Industrial Services
AHB,AHB HOLDINGS BHD,-0.005,-4.34782609,0.11,0.135,0.14,0.265,0.882308,Strong Sell,529900,29935145,Consumer Durables
AHEALTH,APEX HEALTHCARE BHD,0,0,2.79,3.01,3.18,3.81,4.55,Sell,20200,1328540459,Distribution Services
AIM,ADVANCE INFORMATION MARKETING,-0.01,-4.65116279,0.205,0.31,0.88,0.88,0.88,Strong Sell,64835700,52023157,Technology Services
AIMFLEX,AIMFLEX BERHAD,-0.02,-13.33333333,0.13,0.175,0.2,0.335,0.335,Strong Sell,46821200,183618190,Technology Services
AIRASIA,AIRASIA GROUP BERHAD,-0.01,-0.88495575,1.12,1.16,1.16,1.27,4.75,Buy,59014800,4404799847,Transportation
AIRPORT,MALAYSIA AIRPORTS HOLDINGS BHD,-0.14,-2.00860832,6.83,7.05,7.05,7.05,9.98,Buy,1034800,11564567097,Transportation
AJI,AJINOMOTO (M) BHD,0.26,1.64141414,16.1,16.6,16.6,16.6,26.48,Buy,20100,963048794,Consumer Non-Durables
AJIYA,AJIYA BHD,0,0,0.565,0.675,0.675,0.8,1.3541704,Sell,0,164826818,Producer Manufacturing
ALAM,ALAM MARITIM RESOURCES BHD,-0.005,-7.69230769,0.06,0.07,0.075,0.11,1.906676,Strong Sell,24953100,93202348,Industrial Services
ALAQAR,AL-AQAR HEALTHCARE REIT,-0.01,-0.83333333,1.19,1.27,1.28,1.37,1.74,Sell,63800,883182091,Finance
ALCOM,ALCOM GROUP BERHAD,0.025,3.125,0.825,1.04,1.04,1.26,2.32,Neutral,339100,107464674,Non-Energy Minerals
ALLIANZ,ALLIANZ MALAYSIA BHD,0.02,0.15649452,12.8,13.12,13.5,15.38,17.02,Buy,53000,2268564227,Miscellaneous
ALSREIT,AL-SALAM REAL ESTATE INVESTMENT TRUST,-0.02,-3.80952381,0.505,0.535,0.57,0.65,1.13,Sell,12900,304499986,Finance
AMBANK,AMMB HOLDINGS BHD,-0.04,-1.26182965,3.13,3.35,3.35,3.79,8.12,Sell,1190600,10488883250,Finance
AME,AME ELITE CONSORTIUM BERHAD,0.01,0.62893082,1.6,1.779998,1.893331,1.893331,1.893331,Sell,308700,1018669391,Consumer Durables
AMEDIA,ASIA MEDIA GROUP BERHAD,0.005,4,0.13,0.13,0.145,0.205,2.457665,Buy,1535500,29932928,Commercial Services
AMFIRST,AMFIRST REITS,0,0,0.395,0.405,0.405,0.445,1.14,Sell,10000,271128644,Finance
AMLEX,AMLEX HOLDINGS BERHAD,0,0,0.225,0.225,0.225,0.225,0.225,Buy,0,60325445,Electronic Technology
AMPROP,AMCORP PROPERTIES BERHAD,0,0,0.885,0.89,0.92,0.92,9.15,Neutral,45700,1139231362,Industrial Services
AMTEL,AMTEL HOLDINGS BHD,-0.01,-1.29032258,0.765,0.935,0.935,2.93333,2.93333,Sell,305000,75604425,Technology Services
AMWAY,AMWAY (M) HOLDINGS BHD,-0.01,-0.18382353,5.43,5.72,5.75,5.98,12.7,Sell,6000,894257866,Retail Trade
ANALABS,ANALABS RESOURCES BHD,-0.01,-0.84745763,1.17,1.36,1.36,1.36,1.42,Sell,28500,128542008.00000000,Miscellaneous
ANCOM,ANCOM BHD,0.08,3.31950207,2.49,2.55,2.55,2.55,2.55,Strong Buy,6717700,588623913,Process Industries
ANCOMLB,ANCOM LOGISTICS BERHAD,0.01,3.38983051,0.305,0.335,0.37,0.495,4.64,Buy,3405300,139619457,Transportation
ANEKA,ANEKA JARINGAN HOLDINGS BERHAD,-0.01,-4,0.24,0.275,0.275,0.38,0.38,Strong Sell,619500,134524994,Finance
ANNJOO,ANN JOO RESOURCES BHD,0.16,6.77966102,2.52,2.99,2.99,3.18,4.47029966,Buy,4945500,1280614086,Producer Manufacturing
ANNUM,ANNUM BERHAD,-0.005,-0.54945055,0.905,0.96,1.05,3.45,3.45,Strong Sell,94900,68250002,Non-Energy Minerals
ANZO,ANZO HOLDINGS BERHAD,0,0,0.045,0.045,0.045,0.125,1.845744,Buy,396500,50227363,Non-Energy Minerals
APB,APB RESOURCES BHD,-0.01,-1.44927536,0.68,0.72,0.79,0.92,2.43,Sell,153100,76482908,Producer Manufacturing
APEX,APEX EQUITY HOLDINGS BHD,0.045,5.23255814,0.905,0.905,0.935,1.12,1.99,Buy,6000,174270691,Finance
APM,APM AUTOMOTIVE HOLDINGS BHD,-0.02,-0.91743119,2.16,2.22,2.34,2.66,6.4,Sell,13700,426177572,Producer Manufacturing
APOLLO,APOLLO FOOD HOLDINGS BHD,0,0,4.08,4.15,4.15,4.49,6.33,Buy,6000,326399994,Consumer Non-Durables
APPASIA,APPASIA BERHAD,0,0,0.135,0.16,0.205,0.25666667,0.30333333,Sell,876600,147128665,Technology Services
ARANK,A-RANK BHD,0.005,0.82644628,0.61,0.73,0.73,0.83,0.885713,Sell,388100,106817343,Non-Energy Minerals
ARBB,ARB BERHAD,0,0,0.26,0.285,0.3,0.46,3.18,Sell,593200,158136504,Technology Services
ARK,ARK RESOURCES HOLDINGS BERHAD,-0.005,-1.14942529,0.43,0.495,0.72,0.72,1.54,Sell,14200,30277367,Industrial Services
ARMADA,BUMI ARMADA BERHAD,0.02,4.34782609,0.48,0.485,0.485,0.505,4.53,Strong Buy,67109100,2717240489,Industrial Services
ARREIT,AMANAHRAYA REITS,0.01,1.5037594,0.675,0.705,0.705,0.71,1.06,Buy,14400,381191171,Finance
ARTRONIQ,ARTRONIQ BERHAD,0.03,10.52631579,0.315,0.36,0.52,1.08,1.08,Sell,649300,82345786,Distribution Services
ASB,ADVANCE SYNERGY BHD,0,0,0.135,0.15,0.23,0.3,0.625,Sell,973400,125441323,Consumer Services
ASDION,ASDION BHD,0,0,0.26,0.29,0.875,0.875,1.6,Buy,2167100,44459165,Transportation
ASIABRN,ASIA BRANDS BERHAD,0,0,0.6,0.645,0.75,0.985,3.4125,Buy,0,139588565,Consumer Non-Durables
ASIAFLE,ASIA FILE CORPORATION BHD,0.06,2.45901639,2.5,2.84,2.84,2.84,7.6,Buy,100,475212089,Process Industries
ASIAPAC,ASIAN PAC HOLDINGS BHD,0,0,0.135,0.15,0.15,0.205,0.375,Sell,336300,141811787,Miscellaneous
ASIAPLY,ASIA POLY HOLDINGS BHD,-0.02,-11.76470588,0.15,0.235,0.265,0.51,0.6,Strong Sell,25304100,148374225,Producer Manufacturing
ASTINO,ASTINO BHD,0.015,2.36220472,0.65,0.77,0.775,0.925925,0.925925,Sell,1085200,307457275,Producer Manufacturing
ASTRO,ASTRO MALAYSIA HOLDINGS BERHAD,0.02,1.94174757,1.05,1.1,1.18,1.26,3.7,Buy,1880800,5370941389,Consumer Services
AT,AT SYSTEMATIZATION BHD,0,0,0.055,0.065,0.075,0.3,1.317856,Strong Sell,6282500,268572088,Producer Manufacturing
ATAIMS,ATA IMS BERHAD,-0.1,-3.93700787,2.44,2.69,2.91,3.48,3.48,Strong Sell,1493300,3055273309,Process Industries
ATLAN,ATLAN HOLDINGS BHD,-0.01,-0.3649635,2.73,2.84,2.88,3.72,5.3,Strong Sell,6000,695002156,Commercial Services
ATRIUM,ATRIUM REITS,-0.01,-0.68027211,1.46,1.47,1.48,1.58,1.58,Buy,31400,300799765,Finance
ATTA,ATTA GLOBAL GROUP BERHAD,0.02,4.54545455,0.46,0.555,0.685,0.72,5.261222,Sell,49400,94420907,Consumer Durables
AVI,AVILLION BERHAD,0.01,8,0.135,0.17,0.365,0.365,0.8,Neutral,14034500,130352936,Consumer Services
AWANTEC,AWANBIRU TECHNOLOGY BERHAD,-0.035,-4.60526316,0.725,0.895,0.895,1.28,2.782803,Strong Sell,2780500,598443076,Technology Services
AWC,AWC BERHAD,0.005,0.99009901,0.51,0.55,0.55,0.755,7,Sell,368000,159803880,Industrial Services
AXIATA,AXIATA GROUP BERHAD,0.02,0.51282051,3.92,4.19,4.19,4.23,7.4,Sell,2367100,35773573531,Communications
AXREIT,AXIS REITS,0,0,1.9,1.96,1.99,2.2,2.25,Sell,704000,2748314712,Finance
AXTERIA,AXTERIA GROUP BERHAD,0.005,2.22222222,0.23,0.285,0.29,0.38,1.21,Sell,5939700,92773846,Consumer Durables
AYER,AYER HOLDINGS BERHAD,0.07,1.18043845,6,6.2,6.2,6.2,11.9,Strong Buy,3300,443878711,Finance
AYS,AYS VENTURES BHD,0.055,7.85714286,0.755,0.815,0.815,0.815,2.799972,Buy,14113400,266292360.00000000,Non-Energy Minerals
AZRB,AHMAD ZAKI RESOURCES BHD,0,0,0.245,0.275,0.275,0.365,1.408034,Sell,263300,146081268,Industrial Services
BABA,BABA ECO GROUP BERHAD,0,0,0.45,0.45,0.45,0.45,0.45,Buy,0,101124005,Producer Manufacturing
BAHVEST,BAHVEST RESOURCES BERHAD,0.005,0.97087379,0.52,0.535,0.535,0.635,0.845,Buy,3506400,634784066,Process Industries
BARAKAH,BARAKAH OFFSHORE PETROLEUM BHD,0.005,6.25,0.085,0.085,0.085,0.135,1.9,Strong Buy,2468700,66862909,Industrial Services
BAT,BRITISH AMERICAN TOBACCO (M),0.08,0.57553957,13.98,14.3,14.88,16.200001,74.400002,Sell,34500,3968866450,Consumer Non-Durables
BAUTO,BERMAZ AUTO BERHAD,-0.01,-0.625,1.59,1.65,1.65,1.65,2.999997,Strong Buy,1636900,1858284793,Retail Trade
BCB,BCB BHD,0,0,0.26,0.28,0.29,0.405,0.775,Sell,3000,103901409,Finance
BCMALL,BCM ALLIANCE BERHAD,0,0,0.05,0.065,0.175,0.3136,0.35672,Sell,5882300,78235109,Consumer Durables
BDB,BINA DARULAMAN BHD,-0.02,-3.92156863,0.49,0.53,0.53,0.565,2.51,Buy,2000000,154966037,Finance
BENALEC,BENALEC HOLDINGS BERHAD,0.005,3.22580645,0.16,0.17,0.17,0.195,1.61,Strong Buy,704300,131608501.00000000,Industrial Services
BERTAM,BERTAM ALLIANCE BHD,-0.01,-9.52380952,0.095,0.11,0.14,0.195,1.18,Strong Sell,43300,26051182,Finance
BHIC,BOUSTEAD HEAVY INDUSTRIES CORP,0,0,0.49,0.53,0.54,0.67,36.500001,Sell,0,121744232,Producer Manufacturing
BIG,B.I.G. INDUSTRIES BHD,0.2,18.01801802,1.31,1.6,1.99,1.99,6.2,Buy,12514600,58720578,Non-Energy Minerals
BIMB,BIMB HOLDINGS BHD,0,0,3.01,4.07,4.07,4.58,14.777813,Strong Sell,0,8365766847.000000,Finance
BINACOM,BINASAT COMMUNICATIONS BERHAD,-0.01,-2.4691358,0.395,0.465,0.465,0.515,0.65,Buy,9750200,116006879,Communications
BINTAI,BINTAI KINDEN CORPORATION BHD,-0.04,-8,0.46,0.745,0.745,1.47,5.02105,Sell,32287400,190945877,Industrial Services
BIOHLDG,BIOALPHA HOLDINGS BERHAD,0,0,0.215,0.235,0.24,0.373884,0.393824,Sell,2985800,255097977,Health Technology
BIPORT,BINTULU PORT HOLDINGS BHD,-0.1,-2.22222222,4.4,4.61,4.61,4.61,8,Sell,29000,2070000000,Transportation
BJASSET,BERJAYA ASSETS BERHAD,0,0,0.245,0.25,0.275,0.48,0.77,Sell,413000,626747456,Consumer Services
BJCORP,BERJAYA CORPORATION BHD,0.005,1.92307692,0.265,0.27,0.29,0.505,1.745705,Buy,12674700,1336816103,Consumer Services
BJFOOD,BERJAYA FOOD BERHAD,-0.01,-0.49751244,2,2.06,2.28,2.28,3.3,Sell,17500,719377819,Consumer Services
BJLAND,BERJAYA LAND BHD,0.01,4.08163265,0.255,0.26,0.34,0.52,1.6625,Neutral,1664900,1205522523,Consumer Services
BJTOTO,BERJAYA SPORTS TOTO BHD,-0.01,-0.49019608,2.03,2.05,2.05,2.27,4.868424,Buy,339000,2765036916,Consumer Services
BKAWAN,BATU KAWAN BHD,0.08,0.38834951,20.68,21,21.040001,21.040001,21.040001,Buy,2200,8146405565,Process Industries
BLDPLNT,BLD PLANTATION BHD,-0.18,-1.98675497,8.88,9.28,9.48,9.54,10.24,Sell,1800,847110039,Process Industries
BOILERM,BOILERMECH HOLDINGS BHD,0.01,0.99009901,1.02,1.16,1.16,1.56,1.795,Sell,333400,521159995,Producer Manufacturing
BONIA,BONIA CORPORATION BHD,0,0,0.85,0.9,0.91,1.05,5.666667,Neutral,0,184552753,Consumer Non-Durables
BORNOIL,BORNEO OIL BHD,0,0,0.03,0.035,0.035,0.05,0.620951,Buy,3672500,222772905,Consumer Services
BOXPAK,BOX-PAK (MALAYSIA) BHD,0,0,1.3,1.4,1.43,1.58,3.01475,Strong Sell,26500,156061061,Process Industries
BPLANT,BOUSTEAD PLANTATIONS BHD,0.03,4.87804878,0.645,0.65,0.65,0.685,1.39,Strong Buy,9403100,1377600021,Process Industries
BPPLAS,BP PLASTICS HOLDING BHD,0.12,4.47761194,2.8,2.97,2.97,2.97,2.97,Strong Buy,1564600,502910052,Process Industries
BPURI,BINA PURI HOLDINGS BHD,0.005,11.11111111,0.05,0.06,0.07,0.125,1.462,Sell,882600,71257591,Industrial Services
BRAHIMS,BRAHIMS HOLDINGS BERHAD,-0.01,-2.77777778,0.35,0.42,0.42,0.42,2.71,Buy,21541800,110581594,Transportation
BREM,BREM HOLDINGS BHD,0,0,0.75,0.755,0.78,0.88,2.692306,Sell,50000,257098961.00000000,Industrial Services
BRIGHT,BRIGHT PACKAGING INDUSTRY BHD,0,0,0.245,0.275,0.29,0.31,1.077042,Sell,0,50305945,Process Industries
BSLCORP,BSL CORPORATION BERHAD,0.02,1.02040816,1.98,2.47,2.47,2.47,2.47,Buy,631100,189406342,Producer Manufacturing
BSTEAD,BOUSTEAD HOLDINGS BHD,0.01,1.81818182,0.56,0.61,0.71,0.8,4.019007,Sell,4257800,1114843445,Health Technology
BTECH,BRITE-TECH BHD,0,0,0.425,0.485,0.485,0.595,8.095264,Strong Sell,2500,107100003,Industrial Services
BTM,BTM RESOURCES BHD,0.005,2.63157895,0.195,0.23,0.255,0.335,1.88,Sell,339300,32495015.00000000,Non-Energy Minerals
BURSA,BURSA MALAYSIA BHD,-0.01,-0.13623978,7.33,7.8,7.85,9.64,11.266655,Strong Sell,546900,5940255762,Finance
CAB,CAB CAKARAN CORPORATION BHD,0.005,1.08695652,0.465,0.49,0.49,0.565,1.11,Sell,1522100,317383104,Process Industries
CABNET,CABNET HOLDINGS BERHAD,-0.01,-3.44827586,0.28,0.325,0.395,0.41,0.559999,Sell,417400,51837499,Industrial Services
CAELY,CAELY HOLDINGS BHD,0.005,1.42857143,0.355,0.395,0.395,0.57,0.955,Buy,158000,90103860,Consumer Non-Durables
CAMRES,CAM RESOURCES BHD,0,0,0.335,0.37,0.405,0.5,0.5,Sell,88600,64124280,Non-Energy Minerals
CANONE,CAN-ONE BHD,-0.02,-0.41753653,4.77,4.88,4.88,4.88,5.17,Buy,678300,920412789,Process Industries
CAREPLS,CAREPLUS GROUP BERHAD,-0.01,-0.85470085,1.16,1.63,2.26,4.15,5.83,Sell,6447200,664652167,Consumer Non-Durables
CARIMIN,CARIMIN PETROLEUM BERHAD,0.04,6.10687023,0.695,0.725,0.725,0.845,1.47,Strong Buy,5321200,153190087,Industrial Services
CARLSBG,CARLSBERG BREWERY MALAYSIA BHD,-0.08,-0.36363636,21.92,23.02,23.02,24.959999,39.259998,Strong Sell,54200,6726455688,Consumer Non-Durables
CARZO,CARZO HOLDINGS BERHAD,0.36,28.57142857,1.62,1.62,1.62,1.62,1.62,Strong Buy,1800,111220195,Distribution Services
CATCHA,CATCHA DIGITAL BERHAD,0.005,2.56410256,0.2,0.255,0.39,0.39,1.65,Sell,85300,26254802,Commercial Services
CBIP,CB INDUSTRIAL PRODUCT HOLDING,0,0,1.25,1.32,1.36,1.45,5.15,Sell,467100,611190453,Producer Manufacturing
CCB,CYCLE & CARRIAGE BINTANG BHD,-0.14,-6.08695652,2.16,2.36,2.54,3.18,8,Strong Sell,130200,231712326,Producer Manufacturing
CCK,CCK CONSOLIDATED HOLDINGS BHD,0,0,0.575,0.59,0.62,0.76,1.025,Neutral,212200,360320703,Retail Trade
CEKD,CEKD BERHAD,0.035,6.66666667,0.56,0.62,0.62,0.62,0.62,,18453200,,Producer Manufacturing
CENSOF,CENSOF HOLDINGS BERHAD,-0.005,-1.44927536,0.34,0.385,0.525,0.565,0.785,Sell,1810700,190537136,Miscellaneous
CEPAT,CEPATWAWASAN GROUP BHD,0.03,4.37956204,0.715,0.725,0.725,0.76,1.893343,Strong Buy,883800,211642403,Process Industries
CEPCO,CONCRETE ENGINEERING PRODUCTS,0,0,0.97,0.975,1.14,1.23,3.319121,Buy,0,72385875,Non-Energy Minerals
CFM,COMPUTER FORMS (M) BHD,0,0,0.8,0.99,1.44,1.44,1.44,Buy,1533600,164000002,Commercial Services
CGB,CENTRAL GLOBAL BERHAD,0.08,7.07964602,1.21,1.38,2.14,2.98,2.98,Sell,1503000,105655000,Producer Manufacturing
CHEETAH,CHEETAH HOLDINGS BHD,-0.01,-2.89855072,0.335,0.815,0.815,0.993332,0.993332,Sell,1266500,118879516,Consumer Non-Durables
CHGP,CHIN HIN GROUP PROPERTY BERHAD,0.01,1.25786164,0.805,0.845,0.845,0.97,1.42,Sell,1023300,338850076,Producer Manufacturing
CHHB,COUNTRY HEIGHTS HOLDINGS BHD,0,0,1.2,1.22,1.25,1.48,1.99,Buy,22100,328268897,Finance
CHINHIN,CHIN HIN GROUP BERHAD,0.04,2.98507463,1.38,1.38,1.43,1.43,1.43,Strong Buy,2410500,1186009870,Non-Energy Minerals
CHINTEK,CHIN TECK PLANTATIONS BHD,-0.02,-0.26315789,7.58,7.6,7.6,7.6,9.98,Buy,7500,694360697,Process Industries
CHINWEL,CHIN WELL HOLDINGS BHD,0,0,1.24,1.42,1.42,1.58,2.34,Sell,35000,355214593,Producer Manufacturing
CHOOBEE,CHOO BEE METAL INDUSTRIES BHD,0.06,3.22580645,1.92,2.27,2.27,2.54,2.54,Sell,194200,242798117,Non-Energy Minerals
CHUAN,CHUAN HUAT RESOURCES BHD,0.02,3.66972477,0.565,0.64,0.7,0.725,0.915,Buy,208200,91925077,Distribution Services
CIHLDG,C.I. HOLDINGS BHD,-0.12,-3.14136126,3.7,4.29,4.37,4.37,5.45,Sell,182700,618839989,Producer Manufacturing
CIMB,CIMB GROUP HOLDINGS BERHAD,0.02,0.42553191,4.72,4.97,4.99,4.99,9.17,Neutral,5869000,47065449262,Finance
CJCEN,CJ CENTURY LOGISTICS HOLDINGS BERHAD,0.01,2,0.51,0.575,0.575,0.605,2.76,Buy,446200,293452026,Transportation
CLMT,CAPITALAND MALAYSIA TRUST,0,0,0.62,0.63,0.635,0.74,1.98,Sell,314000,1319443111,Finance
CME,CME GROUP BHD,0,0,0.04,0.05,0.06,0.09,0.192,Sell,525100,38733129,Producer Manufacturing
CMSB,CAHYA MATA SARAWAK BHD,-0.01,-0.79365079,1.25,1.44,1.44,2.52,6,Sell,8019200,1353461320,Non-Energy Minerals
CNASIA,CN ASIA CORPORATION BHD,-0.025,-4.6728972,0.51,0.955,0.955,1,1,Sell,7586500,88452037,Producer Manufacturing
CNH,CITRA NUSA HOLDINGS BERHAD,0.005,6.25,0.085,0.11,0.14,0.275,0.762497,Sell,512400,57011429,Consumer Non-Durables
CNOUHUA,CHINA OUHUA WINERY HLDGS LTD,0.015,18.75,0.095,0.095,0.095,0.095,0.92,Strong Buy,40996800,53439999,Consumer Non-Durables
COASTAL,COASTAL CONTRACTS BHD,0.01,1.26582278,0.8,0.845,0.845,0.92,5.4,Buy,683700,413468238,Producer Manufacturing
COCOLND,COCOALAND HOLDINGS BHD,0.01,0.50251256,2,2.04,2.04,2.3,5.3625,Strong Buy,335800,448255640,Consumer Non-Durables
COMFORT,COMFORT GLOVES BERHAD,0,0,1.28,1.76,2.16,5.15,7.28,Sell,2505900,742967015,Non-Energy Minerals
COMPLET,COMPLETE LOGISTIC SERVICES BHD,0.09,5.08474576,1.86,1.87,1.87,1.87,1.87,Strong Buy,3382600,227143561,Transportation
COMPUGT,COMPUGATES HOLDINGS BHD,0,0,0.015,0.02,0.02,0.035,2,Sell,471000,57295524,Distribution Services
CRESBLD,CREST BUILDER HOLDINGS BHD,0.01,1.72413793,0.59,0.615,0.625,0.79,1.7,Neutral,153600,94022382,Industrial Services
CRESNDO,CRESCENDO CORPORATION BHD,0,0,1.2,1.22,1.27,1.29,3.8,Sell,0,335302455,Finance
CRG,CRG INCORPORATED BERHAD,0,0,0.09,0.12,0.12,0.195,0.195,Sell,0,72508626,Consumer Non-Durables
CSCENIC,CLASSIC SCENIC BHD,-0.01,-1.44927536,0.68,0.74,0.815,0.825,1.005,Sell,56300,166290684,Consumer Durables
CSCSTEL,CSC STEEL HOLDINGS BERHAD,0,0,1.28,1.44,1.47,2,2.32,Sell,387900,472703974,Producer Manufacturing
CSH,CSH ALLIANCE BHD,0,0,0.115,0.15,0.17,0.34,2,Sell,941500,79431106,Producer Manufacturing
CTOS,CTOS DIGITAL BERHAD,0.03,1.60427807,1.9,2.09,2.09,2.09,2.09,Neutral,18298700,4114000010.000000,Finance
CUSCAPI,CUSCAPI BHD,-0.005,-2.22222222,0.22,0.34,0.34,0.345,0.665,Sell,8325100,193335530,Technology Services
CVIEW,COUNTRY VIEW BHD,-0.02,-1.81818182,1.08,1.18,1.2,1.4,3.7,Strong Sell,2200,110000002,Finance
CWG,CWG HOLDINGS BERHAD,0.03,7.14285714,0.45,0.465,0.7,0.7,1.944743,Strong Buy,4452400,52834234,Process Industries
CYL,CYL CORPORATION BHD,0.015,3.22580645,0.48,0.535,0.76,0.87,1.04,Sell,45300,46500000,Process Industries
CYPARK,CYPARK RESOURCES BERHAD,0.01,1.06951872,0.945,1.08,1.08,1.67,2.199998,Sell,1071800,518393357.00000000,Industrial Services
D&O,D & O GREEN TECHNOLOGIES BERHAD,-0.11,-1.85185185,5.83,6.15,6.15,6.15,6.15,Buy,3829700,7119933357,Electronic Technology
DAIBOCI,DAIBOCHI BERHAD,0,0,2.71,2.78,2.78,2.78,2.99,Buy,275700,887178737,Process Industries
DANCO,DANCOMECH HOLDINGS BERHAD,0.035,5.78512397,0.64,0.65,0.65,0.76,0.93,Buy,2304900,198013840,Electronic Technology
DATAPRP,DATAPREP HOLDINGS BHD,0,0,1.08,1.23,1.66,4.13,13.7544,Sell,6912200,723568124,Technology Services
DAYA,DAYA MATERIALS BHD,0,0,0.015,0.015,0.015,0.025,0.455,Strong Buy,488900,30644188,Industrial Services
DAYANG,DAYANG ENTERPRISE HOLDINGS BHD,0.03,3.125,0.99,1.16,1.34,1.65,3.711026,Neutral,21199900,1111460835,Industrial Services
DBHD,DAMANSARA HOLDINGS BERHAD,-0.005,-1,0.495,0.535,0.535,0.535,2.05,Buy,706700,159189468,Finance
DELEUM,DELEUM BHD,0.01,1.88679245,0.54,0.56,0.56,0.72,2.625,Buy,555400,212823342,Distribution Services
DESTINI,DESTINI BERHAD,-0.01,-3.77358491,0.255,0.31,0.31,0.31,1.22,Neutral,24650500,440835854,Electronic Technology
DFCITY,DFCITY GROUP BERHAD,0.005,1,0.505,0.53,0.675,0.675,0.81,Sell,13600,43978546,Non-Energy Minerals
DGB,DGB ASIA BERHAD,-0.005,-11.11111111,0.04,0.05,0.06,0.4,4.70571,Strong Sell,976600,72986789,Consumer Durables
DGSB,DIVERSIFIED GATEWAY SOLUTIONS,0,0,0.095,0.12,0.12,0.255,0.78,Sell,824000,70844440,Technology Services
DIALOG,DIALOG GROUP BHD,0.13,5.62770563,2.44,2.75,2.93,3.95,3.99,Sell,12807000,13033937812,Industrial Services
DIGI,DIGI.COM BHD,0,0,4.35,4.5,4.5,4.5,6.65,Sell,2009500,33821249259.000000,Communications
DIGISTA,DIGISTAR CORPORATION BHD,0,0,0.065,0.07,0.08,0.115,0.546848,Sell,392000,67679518,Technology Services
DKLS,DKLS INDUSTRIES BHD,0,0,1.72,1.72,1.78,1.79,2.12,Buy,0,159443315,Industrial Services
DKSH,DKSH HOLDINGS(M)BHD,0.08,1.47601476,5.5,5.74,5.74,5.74,9.2,Buy,1062600,854506811,Distribution Services
DLADY,DUTCH LADY MILK INDUSTRIES BHD,0.039997,0.12276549,32.619999,35,35.700001,39,76.980003,Sell,11200,2085120117,Consumer Non-Durables
DNEX,DAGANG NEXCHANGE BERHAD,0.005,0.67567568,0.745,0.835,0.865,1.05,10.41182415,Sell,59351300,2287122691,Technology Services
DNONCE,DNONCE TECHNOLOGY BHD,-0.01,-2.5974026,0.375,0.61,0.67,0.705,0.755,Strong Sell,1679100,120554015,Miscellaneous
DOLMITE,DOLOMITE CORPORATION BHD,0,0,0.04,0.06,0.06,0.16,1.79,Sell,704000,23631686,Miscellaneous
DOLPHIN,DOLPHIN INTERNATIONAL BERHAD,-0.005,-5.88235294,0.08,0.1,0.1,0.13,0.654222,Strong Sell,1106200,79538616,Producer Manufacturing
DOMINAN,DOMINANT ENTERPRISE BHD,0,0,0.85,0.91,0.91,1.2,1.599994,Sell,66500,140454177,Non-Energy Minerals
DPHARMA,DUOPHARMA BIOTECH BERHAD,-0.01,-0.57142857,1.74,2.03,2.2875,3.285,3.285,Strong Sell,605000,1648089951,Health Technology
